zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
75759,PO BOX,0,Cuney,,,TX,Cherokee County,America/Chicago,"430, 903",NA,US,32.03,-95.41,125
75760,STANDARD,0,Cushing,,,TX,Nacogdoches County,America/Chicago,"430, 903, 936",NA,US,31.81,-94.84,2140
75762,STANDARD,0,Flint,,"Dogwood City, Noonday",TX,Smith County,America/Chicago,"430, 903",NA,US,32.2,-95.39,13220
75763,STANDARD,0,Frankston,Coffee City,"Berryville, Fincastle, Frankston Lake, Kickapoo",TX,Anderson County,America/Chicago,"430, 903",NA,US,32.05,-95.5,5070
75764,PO BOX,0,Gallatin,,,TX,Cherokee County,America/Chicago,"430, 903",NA,US,31.9,-95.14,269
75765,STANDARD,0,Hawkins,"Holly Lake Ranch, Holly Lk Rnch",Jarvis College,TX,Wood County,America/Chicago,"430, 903",NA,US,32.59,-95.2,6590
75766,STANDARD,0,Jacksonville,,"Cove Spring, Enterprise, Lake Jacksonville, Pierces Chapel, Pine Hill, Reese, Tecula, Turney",TX,Cherokee County,America/Chicago,"430, 903, 936",NA,US,31.96,-95.26,23790
75770,STANDARD,0,Larue,,"Moore Station, New York",TX,Henderson County,America/Chicago,"430, 903",NA,US,32.14,-95.64,2630
75771,STANDARD,0,Lindale,"Garden Valley, Hide A Way, Hideaway, Mt Sylvan","Hide A Way Lake, Thedford, Wood Springs",TX,Smith County,America/Chicago,"430, 903",NA,US,32.5,-95.4,21350
75772,PO BOX,0,Maydelle,,,TX,Cherokee County,America/Chicago,"430, 903",NA,US,31.85,-95.32,162
75773,STANDARD,0,Mineola,,"Hainesville, Hoard, West Mineola",TX,Wood County,America/Chicago,"430, 903",NA,US,32.66,-95.48,11510
75778,STANDARD,0,Murchison,,"Leagueville, Opelika",TX,Henderson County,America/Chicago,"430, 903",NA,US,32.27,-95.75,2970
75779,PO BOX,0,Neches,,,TX,Anderson County,America/Chicago,"430, 903",NA,US,31.86,-95.48,484
75780,PO BOX,0,New Summerfield,New Summerfld,,TX,Cherokee County,America/Chicago,"430, 903",NA,US,31.99,-95.09,1053
75782,PO BOX,0,Poynor,,,TX,Henderson County,America/Chicago,"430, 903",NA,US,32.07,-95.59,357
75783,STANDARD,0,Quitman,,"Oak Grove, Rock Hill, Stormville",TX,Wood County,America/Chicago,"430, 903",NA,US,32.79,-95.44,6850
75784,STANDARD,0,Reklaw,,,TX,Rusk County,America/Chicago,"430, 903, 936",NA,US,31.86,-94.98,630
75785,STANDARD,0,Rusk,Dialville,,TX,Cherokee County,America/Chicago,"430, 903, 936",NA,US,31.79,-95.14,8040
75788,PO BOX,0,Sacul,,,TX,Nacogdoches County,America/Chicago,936,NA,US,31.82,-94.92,111
75789,STANDARD,0,Troup,,"Griffin, Henrys Chapel, Mixon, Sinclair City, Walnut Grove",TX,Smith County,America/Chicago,"430, 903, 936",NA,US,32.14,-95.12,7340
75790,STANDARD,0,Van,,,TX,Van Zandt County,America/Chicago,"430, 903",NA,US,32.52,-95.63,4550
75791,STANDARD,0,Whitehouse,,,TX,Smith County,America/Chicago,"430, 903",NA,US,32.22,-95.21,13660
75792,STANDARD,0,Winona,,"Starrville, Waters Bluff",TX,Smith County,America/Chicago,"430, 903",NA,US,32.49,-95.17,3310
75797,UNIQUE,0,Big Sandy,,Stratigic Fulfilment,TX,Upshur County,America/Chicago,903,NA,US,32.58,-95.11,0
75798,UNIQUE,0,Tyler,,Tyler Junior College,TX,Smith County,America/Chicago,903,NA,US,32.32,-95.3,0
75799,UNIQUE,0,Tyler,,University Of Texas At Tyler,TX,Smith County,America/Chicago,903,NA,US,32.32,-95.3,0
75801,STANDARD,0,Palestine,,Elmwood,TX,Anderson County,America/Chicago,"430, 903",NA,US,31.75,-95.64,13960
75802,PO BOX,0,Palestine,,,TX,Anderson County,America/Chicago,903,NA,US,31.75,-95.64,1830
75803,STANDARD,0,Palestine,,,TX,Anderson County,America/Chicago,"430, 903",NA,US,31.88,-95.68,13370
75831,STANDARD,0,Buffalo,Keechi,"Flo, Lanely",TX,Leon County,America/Chicago,"254, 430, 903",NA,US,31.46,-96.06,4560
75832,PO BOX,0,Cayuga,,,TX,Anderson County,America/Chicago,903,NA,US,31.95,-95.97,199
75833,STANDARD,0,Centerville,,"Centerview, Davisville, Guys Store, Middleton",TX,Leon County,America/Chicago,"430, 903, 936",NA,US,31.25,-95.97,3020
75834,STANDARD,0,Centralia,,,TX,Trinity County,America/Chicago,936,NA,US,31.26,-94.97,0
75835,STANDARD,0,Crockett,,"Belott, Cut, Hopewell, Mapleton, Porter Springs",TX,Houston County,America/Chicago,"430, 903, 936",NA,US,31.31,-95.45,9060
75838,STANDARD,0,Donie,,,TX,Freestone County,America/Chicago,"254, 430, 903",NA,US,31.47,-96.24,570
75839,STANDARD,0,Elkhart,Slocum,Salmon,TX,Anderson County,America/Chicago,"430, 903, 936",NA,US,31.62,-95.57,4580
75840,STANDARD,0,Fairfield,,"Grindstone, Turlington, Ward Prairie, Young",TX,Freestone County,America/Chicago,"254, 430, 903",NA,US,31.71,-96.16,6560
75844,STANDARD,0,Grapeland,,"Augusta, Denson Spring, Mound City, Percilla, Refuge, Reynard, Weches",TX,Houston County,America/Chicago,"430, 903, 936",NA,US,31.49,-95.48,4290
75845,STANDARD,0,Groveton,,"Crecy, Friday, Helmic, Josserand, Lacy, Nogalus, Trevat",TX,Trinity County,America/Chicago,936,NA,US,31.05,-95.12,2300
75846,STANDARD,0,Jewett,,"Newby, Robbins",TX,Leon County,America/Chicago,"254, 430, 903, 979",NA,US,31.36,-96.14,2120
75847,STANDARD,0,Kennard,,,TX,Houston County,America/Chicago,936,NA,US,31.35,-95.18,1190
75848,PO BOX,0,Kirvin,,,TX,Freestone County,America/Chicago,254,NA,US,31.77,-96.33,138
75849,PO BOX,0,Latexo,,,TX,Houston County,America/Chicago,936,NA,US,31.4,-95.48,417
75850,STANDARD,0,Leona,Midway,,TX,Leon County,America/Chicago,"430, 903, 936",NA,US,31.15,-95.97,470
75851,STANDARD,0,Lovelady,,,TX,Houston County,America/Chicago,936,NA,US,31.12,-95.44,2170
75852,STANDARD,0,Midway,,Elwood,TX,Madison County,America/Chicago,"430, 903, 936",NA,US,31.02,-95.75,1430
75853,STANDARD,0,Montalba,,"Blackfoot, Bradford, Springfield",TX,Anderson County,America/Chicago,"430, 903",NA,US,31.93,-95.76,940
75855,STANDARD,0,Oakwood,,"Butler, Red Lake",TX,Leon County,America/Chicago,"430, 903, 936",NA,US,31.58,-95.84,1950
75856,STANDARD,0,Pennington,,,TX,Trinity County,America/Chicago,936,NA,US,31.19,-95.26,250
75858,PO BOX,0,Ratcliff,,,TX,Houston County,America/Chicago,936,NA,US,31.39,-95.13,216
75859,STANDARD,0,Streetman,,"Stewards Mill, Winkler",TX,Freestone County,America/Chicago,"254, 430, 903",NA,US,31.87,-96.32,1940
75860,STANDARD,0,Teague,,"Clay Hill, Cotton Gin, Furney Richardson, Simsboro",TX,Freestone County,America/Chicago,"254, 430, 903",NA,US,31.63,-96.28,4830
75861,STANDARD,0,Tennessee Colony,Tenn Colony,"Massey Lake, Yard",TX,Anderson County,America/Chicago,"430, 903",NA,US,31.88,-95.91,1420
75862,STANDARD,0,Trinity,,"Carlisle, Chita, Glendale, Kittrell, Pagoda, Sebastopol, Westville",TX,Trinity County,America/Chicago,936,NA,US,30.94,-95.37,8020
75865,PO BOX,0,Woodlake,,,TX,Trinity County,America/Chicago,936,NA,US,31.06,-94.96,142
75880,UNIQUE,0,Tennessee Colony,Tenn Colony,Tenn Colony Prison Beto 1,TX,Anderson County,America/Chicago,903,NA,US,31.88,-95.91,18
75882,UNIQUE,0,Palestine,,Powledge Prison,TX,Anderson County,America/Chicago,903,NA,US,31.75,-95.64,11
75884,UNIQUE,0,Tennessee Colony,Tenn Colony,Tenn Colony Prison Coffield,TX,Anderson County,America/Chicago,"430, 903",NA,US,31.79,-95.89,40
75886,UNIQUE,0,Tennessee Colony,Tenn Colony,Tenn Colony Prison Michael,TX,Anderson County,America/Chicago,"430, 903",NA,US,31.78,-95.92,47
75901,STANDARD,0,Lufkin,,,TX,Angelina County,America/Chicago,936,NA,US,31.33,-94.72,24150
75902,PO BOX,0,Lufkin,,,TX,Angelina County,America/Chicago,936,NA,US,31.33,-94.72,1249
75903,PO BOX,0,Lufkin,,,TX,Angelina County,America/Chicago,936,NA,US,31.37,-94.75,538
75904,STANDARD,0,Lufkin,,,TX,Angelina County,America/Chicago,936,NA,US,31.34,-94.83,29040
75915,PO BOX,0,Lufkin,,,TX,Angelina County,America/Chicago,936,NA,US,31.33,-94.72,1812
75925,STANDARD,0,Alto,Forest,"Linwood, Redlawn",TX,Cherokee County,America/Chicago,"430, 903, 936",NA,US,31.65,-95.07,3260
75926,STANDARD,0,Apple Springs,,"Nigton, North Cedar",TX,Trinity County,America/Chicago,936,NA,US,31.26,-94.97,1050
75928,STANDARD,0,Bon Wier,,,TX,Newton County,America/Chicago,"337, 409",NA,US,30.67,-93.71,1020
75929,STANDARD,0,Broaddus,,,TX,San Augustine County,America/Chicago,"409, 936",NA,US,31.3,-94.26,1150
75930,STANDARD,0,Bronson,,Rosevine,TX,Sabine County,America/Chicago,"409, 936",NA,US,31.34,-94,1480
75931,STANDARD,0,Brookeland,,Browndell,TX,Jasper County,America/Chicago,"409, 936",NA,US,31.09,-93.97,2080
75932,STANDARD,0,Burkeville,,"Shankleville, Sycamore, Toledo",TX,Newton County,America/Chicago,"318, 337, 409",NA,US,30.99,-93.66,1040
75933,STANDARD,0,Call,,"Old Salem, Trout Creek",TX,Newton County,America/Chicago,"337, 409",NA,US,30.61,-93.87,1270
75934,PO BOX,0,Camden,,Lily Island,TX,Polk County,America/Chicago,936,NA,US,30.89,-94.76,239
75935,STANDARD,0,Center,,"Campti, Choice, East Liberty, Good Hope, Grigsby, James, Jericho, Neuville, Short, Waterman",TX,Shelby County,America/Chicago,"409, 936",NA,US,31.79,-94.17,11590
75936,STANDARD,0,Chester,,,TX,Tyler County,America/Chicago,"409, 936",NA,US,30.92,-94.6,760
75937,STANDARD,0,Chireno,,,TX,Nacogdoches County,America/Chicago,936,NA,US,31.49,-94.34,990
75938,STANDARD,0,Colmesneil,Rockland,,TX,Tyler County,America/Chicago,"409, 936",NA,US,30.9,-94.42,2310
75939,STANDARD,0,Corrigan,Barnum,"Asia, Carmona, Pleasant Hill, Pluck, Snow Hill, Wakefield",TX,Polk County,America/Chicago,936,NA,US,30.99,-94.82,3340
75941,STANDARD,0,Diboll,Burke,"Pine Valley, Shady Grove",TX,Angelina County,America/Chicago,936,NA,US,31.18,-94.78,7040
75942,PO BOX,0,Doucette,,,TX,Tyler County,America/Chicago,409,NA,US,30.82,-94.43,371
75943,STANDARD,0,Douglass,,,TX,Nacogdoches County,America/Chicago,936,NA,US,31.65,-94.87,1380
75944,STANDARD,0,Etoile,,,TX,Nacogdoches County,America/Chicago,936,NA,US,31.34,-94.41,990
75946,STANDARD,0,Garrison,,"Brileytown, Fitze, Henning, Hidden Valley",TX,Nacogdoches County,America/Chicago,"430, 903, 936",NA,US,31.82,-94.49,2970
75948,STANDARD,0,Hemphill,,"East Mayfield, Fairdale, Fairmount",TX,Sabine County,America/Chicago,"318, 409",NA,US,31.34,-93.85,4690
75949,STANDARD,0,Huntington,,,TX,Angelina County,America/Chicago,936,NA,US,31.27,-94.57,7230
75951,STANDARD,0,Jasper,,"Beech Grove, Curtis, Erin, Harrisburg, Holly Springs",TX,Jasper County,America/Chicago,"409, 936",NA,US,30.92,-93.99,12580
75954,STANDARD,0,Joaquin,,"Hanson, Haslam, Paxton",TX,Shelby County,America/Chicago,"318, 430, 903, 936",NA,US,31.96,-94.05,2830
75956,STANDARD,0,Kirbyville,"Bon Ami, Magnolia Spgs, Magnolia Springs, Roganville","Bleakwood, Mount Union",TX,Jasper County,America/Chicago,409,NA,US,30.65,-93.89,6330
75958,PO BOX,0,Martinsville,,,TX,Nacogdoches County,America/Chicago,936,NA,US,31.64,-94.43,259
75959,STANDARD,0,Milam,Geneva,"Miland, Milane, Mildland",TX,Sabine County,America/Chicago,"318, 409",NA,US,31.51,-93.86,740
75960,STANDARD,0,Moscow,,Barnes,TX,Polk County,America/Chicago,936,NA,US,30.92,-94.93,720
75961,STANDARD,0,Nacogdoches,,,TX,Nacogdoches County,America/Chicago,936,NA,US,31.61,-94.65,11350
75962,UNIQUE,0,Nacogdoches,,"Nacogdoches S F Austin Univ, S F A, S F A U, S F Austin U, S F Austin Univ, Sf Austin Univ, Sfa, Stephen F Austin Univ",TX,Nacogdoches County,America/Chicago,936,NA,US,31.62,-94.65,369
75963,PO BOX,0,Nacogdoches,,,TX,Nacogdoches County,America/Chicago,936,NA,US,31.61,-94.65,2456
75964,STANDARD,0,Nacogdoches,,,TX,Nacogdoches County,America/Chicago,"430, 903, 936",NA,US,31.63,-94.74,16560
75965,STANDARD,0,Nacogdoches,,,TX,Nacogdoches County,America/Chicago,"430, 903, 936",NA,US,31.72,-94.63,13310
75966,STANDARD,0,Newton,,,TX,Newton County,America/Chicago,"337, 409",NA,US,30.85,-93.75,3600
75968,STANDARD,0,Pineland,,,TX,Sabine County,America/Chicago,409,NA,US,31.24,-93.97,1530
75969,STANDARD,0,Pollok,,"Central, Redtown",TX,Angelina County,America/Chicago,936,NA,US,31.42,-94.86,3280
75972,STANDARD,0,San Augustine,,"Blandlake, Denning, Fords Corner, Macune, Norwood, Sexton, White Rock",TX,San Augustine County,America/Chicago,"409, 936",NA,US,31.52,-94.11,4910
75973,STANDARD,0,Shelbyville,,"Alexanders Store, Dreka, East Hamilton, Goober Hill, Halbert, Hurstown, Huxley, Jordans Store, New Harmony, Patroon, Pauls Store",TX,Shelby County,America/Chicago,"318, 409, 936",NA,US,31.7,-93.95,2130
75974,STANDARD,0,Tenaha,,"Flat Fork, Meldrum, Ramah, Tenoka, Woods",TX,Shelby County,America/Chicago,"430, 903, 936",NA,US,31.94,-94.24,2700
75975,STANDARD,0,Timpson,,"Antioch, Caledonia, Eulalie, Silas, Stockman",TX,Shelby County,America/Chicago,"430, 903, 936",NA,US,31.9,-94.39,2960
75976,PO BOX,0,Wells,,,TX,Cherokee County,America/Chicago,936,NA,US,31.49,-94.94,940
75977,STANDARD,0,Wiergate,,"Farrsville, Indian Hill, Jamestown, Mattox, Mayflower",TX,Newton County,America/Chicago,409,NA,US,30.99,-93.7,510
75978,PO BOX,0,Woden,,,TX,Nacogdoches County,America/Chicago,936,NA,US,31.51,-94.53,372
75979,STANDARD,0,Woodville,,"Dies, Emilee, Pedigo, Town Bluff",TX,Tyler County,America/Chicago,"409, 936",NA,US,30.77,-94.42,6920
75980,STANDARD,0,Zavalla,,Nancy,TX,Angelina County,America/Chicago,"409, 936",NA,US,31.15,-94.41,2020
75990,UNIQUE,0,Woodville,,Gib Lewis Prison,TX,Tyler County,America/Chicago,409,NA,US,30.77,-94.42,0
76001,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.64,-97.15,31980
76002,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.62,-97.09,33870
76003,PO BOX,0,Arlington,,,TX,Tarrant County,America/Chicago,682,NA,US,32.69,-97.12,1220
76004,PO BOX,0,Arlington,,,TX,Tarrant County,America/Chicago,682,NA,US,32.69,-97.12,856
76005,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.8,-97.08,404
76006,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.78,-97.1,21630
76007,PO BOX,0,Arlington,,,TX,Tarrant County,America/Chicago,682,NA,US,32.69,-97.12,801
76008,STANDARD,0,Aledo,"Annetta, Annetta N, Annetta S, Willow Park",Fort Worth,TX,Parker County,America/Chicago,"682, 817",NA,US,32.69,-97.6,23990
76009,STANDARD,0,Alvarado,,,TX,Johnson County,America/Chicago,"682, 817",NA,US,32.41,-97.21,21360
76010,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.72,-97.08,44820
76011,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.75,-97.08,18720
76012,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.76,-97.14,23960
76013,STANDARD,0,Arlington,"Dalworthington Gardens, Dw Gdns, Dwg, Pantego",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.72,-97.16,27010
76014,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.69,-97.09,32040
76015,STANDARD,0,Arlington,"Dalworthington Gardens, Dwg, Pantego",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.69,-97.12,15510
76016,STANDARD,0,Arlington,"Dalworthington Gardens, Dwg",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.69,-97.19,28970
76017,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.66,-97.16,41710
76018,STANDARD,0,Arlington,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.67,-97.1,26040
76019,UNIQUE,0,Arlington,,"Univ Of Texas Arlington, Univ Tx At Arlington",TX,Tarrant County,America/Chicago,682,NA,US,32.69,-97.12,185
76020,STANDARD,0,Azle,Sanctuary,Pelican Bay,TX,Tarrant County,America/Chicago,"682, 817, 940",NA,US,32.89,-97.53,31530
76021,STANDARD,0,Bedford,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.84,-97.13,31430
76022,STANDARD,0,Bedford,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.83,-97.15,13060
76023,STANDARD,0,Boyd,,,TX,Wise County,America/Chicago,"682, 817, 940",NA,US,33.08,-97.56,6740
76028,STANDARD,0,Burleson,"Briaroaks, Cross Timber",,TX,Johnson County,America/Chicago,"682, 817",NA,US,32.53,-97.32,70320
76031,STANDARD,0,Cleburne,,,TX,Johnson County,America/Chicago,"682, 817",NA,US,32.35,-97.33,16230
76033,STANDARD,0,Cleburne,,,TX,Johnson County,America/Chicago,"254, 682, 817",NA,US,32.34,-97.4,25580
76034,STANDARD,0,Colleyville,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.89,-97.14,26520
76035,STANDARD,0,Cresson,,,TX,Parker County,America/Chicago,"682, 817",NA,US,32.53,-97.65,2560
76036,STANDARD,0,Crowley,,"Fort Worth, Ft Worth",TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.57,-97.35,32500
76039,STANDARD,0,Euless,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.84,-97.07,34970
76040,STANDARD,0,Euless,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.82,-97.1,28190
76041,STANDARD,0,Forreston,,,TX,Ellis County,America/Chicago,"430, 682, 817, 903",NA,US,32.24,-96.84,410
76043,STANDARD,0,Glen Rose,,,TX,Somervell County,America/Chicago,"254, 682, 817",NA,US,32.23,-97.75,7110
76044,STANDARD,0,Godley,,,TX,Johnson County,America/Chicago,"682, 817",NA,US,32.44,-97.52,7170
76048,STANDARD,0,Granbury,Brazos Bend,,TX,Hood County,America/Chicago,"254, 682, 817",NA,US,32.44,-97.78,23160
76049,STANDARD,0,Granbury,"Acton, Decordova",,TX,Hood County,America/Chicago,"254, 682, 817",NA,US,32.46,-97.71,29750
76050,STANDARD,0,Grandview,,,TX,Johnson County,America/Chicago,"254, 682, 817",NA,US,32.26,-97.17,7080
76051,STANDARD,0,Grapevine,,,TX,Tarrant County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.93,-97.07,45150
76052,STANDARD,0,Haslet,,,TX,Tarrant County,America/Chicago,"682, 817, 940",NA,US,32.95,-97.33,30190
76053,STANDARD,0,Hurst,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.83,-97.17,28070
76054,STANDARD,0,Hurst,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.86,-97.18,11800
76055,STANDARD,0,Itasca,,,TX,Hill County,America/Chicago,254,NA,US,32.15,-97.14,2750
76058,STANDARD,0,Joshua,,,TX,Johnson County,America/Chicago,"682, 817",NA,US,32.46,-97.38,19530
76059,STANDARD,0,Keene,,,TX,Johnson County,America/Chicago,"682, 817",NA,US,32.39,-97.33,4220
76060,STANDARD,0,Kennedale,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.64,-97.21,8130
76061,PO BOX,0,Lillian,,,TX,Johnson County,America/Chicago,"682, 817",NA,US,32.5,-97.19,470
76063,STANDARD,0,Mansfield,,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.56,-97.11,73700
76064,STANDARD,0,Maypearl,,,TX,Ellis County,America/Chicago,"682, 817",NA,US,32.31,-97,2070
76065,STANDARD,0,Midlothian,,,TX,Ellis County,America/Chicago,"214, 469, 682, 817, 945, 972",NA,US,32.49,-96.99,43980
76066,STANDARD,0,Millsap,Cool,,TX,Parker County,America/Chicago,"682, 817, 940",NA,US,32.75,-98,3720
76067,STANDARD,0,Mineral Wells,,"Fort Wolters, Salesville",TX,Palo Pinto County,America/Chicago,940,NA,US,32.82,-98.07,17330
76068,PO BOX,0,Mineral Wells,,,TX,Parker County,America/Chicago,940,NA,US,32.82,-98.07,1263
76070,STANDARD,0,Nemo,,,TX,Somervell County,America/Chicago,"254, 682, 817",NA,US,32.22,-97.66,530
76071,STANDARD,0,Newark,,,TX,Wise County,America/Chicago,"682, 817, 940",NA,US,33,-97.44,4380
76073,STANDARD,0,Paradise,,,TX,Wise County,America/Chicago,940,NA,US,33.08,-97.7,6590
76077,STANDARD,0,Rainbow,,,TX,Somervell County,America/Chicago,"254, 682, 817",NA,US,32.28,-97.7,570
76078,STANDARD,0,Rhome,Aurora,,TX,Wise County,America/Chicago,"682, 817, 940",NA,US,33.05,-97.46,9870
76082,STANDARD,0,Springtown,,,TX,Parker County,America/Chicago,"682, 817, 940",NA,US,32.96,-97.68,21500
76084,STANDARD,0,Venus,Mansfiel,"Mansfield, Prairie Ridge",TX,Johnson County,America/Chicago,"682, 817",NA,US,32.42,-97.1,12480
76085,STANDARD,0,Weatherford,,,TX,Parker County,America/Chicago,"682, 817",NA,US,32.83,-97.7,11760
76086,STANDARD,0,Weatherford,,Willow Park,TX,Parker County,America/Chicago,"682, 817",NA,US,32.75,-97.77,19490
76087,STANDARD,0,Weatherford,"Brock, Hudson Oaks, Willow Park",,TX,Parker County,America/Chicago,"682, 817, 940",NA,US,32.68,-97.78,32780
76088,STANDARD,0,Weatherford,,,TX,Parker County,America/Chicago,"682, 817, 940",NA,US,32.85,-97.9,13270
76092,STANDARD,0,Southlake,"Grapevine, South Lake",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.95,-97.14,31980
76093,STANDARD,0,Rio Vista,,,TX,Johnson County,America/Chicago,"254, 682, 817",NA,US,32.23,-97.37,2510
76094,PO BOX,0,Arlington,,,TX,Tarrant County,America/Chicago,682,NA,US,32.69,-97.12,584
76095,PO BOX,0,Bedford,,,TX,Tarrant County,America/Chicago,682,NA,US,32.84,-97.13,1107
76096,PO BOX,0,Arlington,,,TX,Tarrant County,America/Chicago,682,NA,US,32.69,-97.12,1358
76097,PO BOX,0,Burleson,,,TX,Johnson County,America/Chicago,682,NA,US,32.53,-97.32,1581
76098,PO BOX,0,Azle,,,TX,Tarrant County,America/Chicago,682,NA,US,32.89,-97.53,1418
76099,PO BOX,0,Grapevine,,,TX,Tarrant County,America/Chicago,682,NA,US,32.93,-97.07,1053
76101,PO BOX,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,682,NA,US,32.75,-97.33,612
76102,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.75,-97.33,6860
76103,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.75,-97.27,12600
76104,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.73,-97.32,17520
76105,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.72,-97.27,20690
76106,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.82,-97.36,32600
76107,STANDARD,0,Fort Worth,Ft Worth,Westover Hills,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.74,-97.38,25750
76108,STANDARD,0,Fort Worth,"Ft Worth, Lakeside, White Settlement, Wht Settlemt",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.79,-97.52,43790
76109,STANDARD,0,Fort Worth,"Benbrook, Ft Worth",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.7,-97.39,19660
76110,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.71,-97.34,26320
76111,STANDARD,0,Fort Worth,"Ft Worth, Haltom City",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.78,-97.3,20530
76112,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.75,-97.22,35350
76113,PO BOX,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,682,NA,US,32.75,-97.33,216
76114,STANDARD,0,Fort Worth,"Ft Worth, River Oaks, Westworth Village, Westworth Vlg",Sansom Park,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.77,-97.4,23840
76115,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.68,-97.33,19050
76116,STANDARD,0,Fort Worth,"Benbrook, Ft Worth",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.72,-97.45,41850
76117,STANDARD,0,Haltom City,"Fort Worth, Ft Worth, N Richland Hills, N Richlnd Hls, North Richland Hills",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.81,-97.27,28370
76118,STANDARD,0,Fort Worth,"Ft Worth, N Richland Hills, N Richlnd Hls, North Richland Hills, Richland Hills, Richland Hls",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.8,-97.19,15390
76119,STANDARD,0,Fort Worth,"Forest Hill, Ft Worth",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.69,-97.26,42760
76120,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.78,-97.18,16490
76121,PO BOX,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,682,NA,US,32.75,-97.33,873
76122,UNIQUE,0,Fort Worth,Ft Worth,Sw Baptist Theological Smry,TX,Tarrant County,America/Chicago,682,NA,US,32.75,-97.33,164
76123,STANDARD,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.62,-97.39,37870
76124,PO BOX,0,Fort Worth,Ft Worth,,TX,Tarrant County,America/Chicago,682,NA,US,32.75,-97.33,809
76126,STANDARD,0,Fort Worth,"Benbrook, Ft Worth",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.64,-97.5,25990
76127,STANDARD,0,Naval Air Station Jrb,"Fort Worth, Ft Worth, Nas Jrb",,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.77,-97.43,370
76129,UNIQUE,0,Fort Worth,Ft Worth,Texas Christian Univ,TX,Tarrant County,America/Chicago,"682, 817",NA,US,32.71,-97.36,157
76130,UNIQUE,0,Fort Worth,Ft Worth,Texas Christian Univ,TX,Tarrant County,America/Chicago,682,NA,US,32.75,-97.33,23
